brown_thing,0.0000
brown_tv,0.0000
big_tv,0.0000
big_brown_thing,0.0000
big_brown_tv,0.0000
desk,0.0000
red_desk,0.0000
big_desk,0.0000
big_red_desk,0.0000
red_thing,0.0000
red_fan,0.0000
big_red_thing,0.0000
big_red_fan,0.0000
fan,0.0000
green_fan,0.0000
big_fan,0.0000
big_green_thing,0.0000
big_green_fan,0.0000
tv,0.0000
green_thing,0.0000
green_tv,0.0000
small_tv,0.0000
small_green_thing,0.0000
small_green_tv,0.0000
chair,0.0000
gray_thing,0.0000
gray_chair,0.0000
big_thing,0.0000
big_chair,0.0000
big_gray_thing,0.0000
big_gray_chair,0.0000
thing,0.0000
couch,0.3925
blue_thing,0.2658
blue_couch,0.3231
small_thing,0.0000
small_couch,0.0070
small_blue_thing,0.0056
small_blue_couch,0.0060
