couch,0.0000
red_couch,0.0000
big_couch,0.0000
big_red_couch,0.0000
small_chair,0.0000
small_red_chair,0.0000
big_desk,0.0000
big_red_desk,0.0000
tv,0.0000
red_tv,0.0000
small_tv,0.0000
small_red_tv,0.0000
desk,0.0000
red_desk,0.0000
small_thing,0.0000
small_desk,0.0000
small_red_thing,0.0000
small_red_desk,0.0000
fan,0.0000
red_fan,0.0000
big_fan,0.0000
big_red_fan,0.0000
thing,0.0000
chair,0.3065
red_thing,0.0000
red_chair,0.2617
big_thing,0.0000
big_chair,0.2348
big_red_thing,0.0000
big_red_chair,0.1970
couch,0.0000
red_couch,0.0000
big_couch,0.0000
big_red_couch,0.0000
small_chair,0.0000
small_red_chair,0.0000
big_desk,0.0000
big_red_desk,0.0000
tv,0.0000
red_tv,0.0000
small_tv,0.0000
small_red_tv,0.0000
desk,0.0000
red_desk,0.0000
small_thing,0.0000
small_desk,0.0000
small_red_thing,0.0000
small_red_desk,0.0000
fan,0.0000
red_fan,0.0000
big_fan,0.0000
big_red_fan,0.0000
thing,0.0000
chair,0.3065
red_thing,0.0000
red_chair,0.2617
big_thing,0.0000
big_chair,0.2348
big_red_thing,0.0000
big_red_chair,0.1970
